"","name","releasedate"
"867","Athidhi","2008"
"868","Atishbaaz","1990"
"869","Atithee","1978"
"870","Atithi Tum Kab Jaoge?","2010"
"871","Atma Tarang","1937"
"872","Atma Vishwas","1985"
"873","Atmaram","1979"
"874","Atyachar","1979"
"875","Aulad","1955"
"876","Aulad","1968"
"877","Aulad","1987"
"878","Aulad Ke Dushman","1993"
"879","Aulad Ki Khatir","1990"
"880","Auliyae Islam","1979"
"881","Aunty No. 1","1998"
"882","Aur Devdas","2015"
"883","Aur Ek Dharmatma","1991"
"884","Aur Ek Prem Kahani","1996"
"885","Aur Kaun","1979"
"886","Aur Pappu Paas Ho Gaya","2007"
"887","Aur Phir Ek Din","2009"
"888","Aur Pyaar Ho Gaya","1997"
"889","Aurangzeb","2013"
"890","Aurat","1940"
"891","Aurat","1963"
"892","Aurat","1967"
"893","Aurat","1986"
"894","Aurat Aur Inteqam","1998"
"895","Aurat Aur Parinda","1992"
"896","Aurat Aur Patthar","1989"
"897","Aurat Aurat Aurat","1996"
"898","Aurat Ka Dil","1933"
"899","Aurat Ka Inteqam","1984"
"900","Aurat Ka Pyar","1933"
"901","Aurat Ki Zindagi","1937"
"902","Aurat Pair Ki Joti Nahin","1985"
"903","Aurat Teri Yehi Kahani","1954"
"904","Aurat Teri Yehi Kahani","1988"
"905","Auzaar","1997"
"906","Aval Appadithaan","1978"
"907","Avant Garde Pythagoras Sharma","2011"
"908","Avargal","1977"
"909","Avatar","2012"
"910","Avengers: Age Of Ultron","2015"
"911","Avgat","2001"
"912","Avinash","1986"
"913","Avtaar","1983"
"914","Avvai Shanmugi","1996"
"915","Awaam","1987"
"916","Awaara Abdullah","1963"
"917","Awaargi","1990"
"918","Awaaz","1956"
"919","Awaaz","1984"
"920","Awara","1951"
"921","Awara Baap","1985"
"922","Awara Badal","1964"
"923","Awara Paagal Deewana","2002"
"924","Awara Paagal Deewana 2","2016"
"925","Awara Shehzada","1933"
"926","Awara Shehzadi","1956"
"927","Awara Zindagi","1989"
"928","Awaragardi","1990"
"929","Awarapan","2007"
"930","Awaz De Kahan Hai","1990"
"931","Awesome Mausam","2016"
"932","Awwal Number","1990"
"933","Aya Sawan Jhoom Ke","1969"
"934","Aya Toofan","1964"
"935","Ayaash","1982"
"936","Ayalvasi Oru Daridravasi","1986"
"937","Ayan Mukerji<U+0092>s Next","2015"
"938","Aye Dil-E-Nadan","2011"
"939","Aye Meri Bekhudi","1993"
"940","Aye Milan Ki Bela","1964"
"941","Aye Milan Ki Raat","1991"
"942","Ayitha Ezhuthu","2004"
"943","Ayodhya Ka Raja","1931"
"944","Ayodhyapati","1956"
"945","Azad","1940"
"946","Azad","1955"
"947","Azad","1978"
"948","Azad Abla","1935"
"949","Azad Desh Ke Ghulam","1990"
"950","Azad Veer","1936"
"951","Azadi","1935"
"952","Azadi Ke Baad","1951"
"953","Azhar","2016"
"954","Azhiyatha Kolangal","1979"
"955","B & W The Black And White Fact","2011"
"956","B.A. Pass","2013"
"957","Baa Baaa Black Sheep","2015"
"958","Baabarr","2009"
"959","Baabul","2006"
"960","Baadbaan","1954"
"961","Baadshah","1999"
"962","Baadshaho","2017"
"963","Baaghi","1990"
"964","Baaghi","2000"
"965","Baaghi","2016"
"966","Baaghi 2","2018"
"967","Baaghi Aurat","2002"
"968","Baahubali 2 <U+0096> The Conclusion","2017"
"969","Baali Umar Ko Salaam","1994"
"970","Baankey Ki Crazy Baraat","2015"
"971","Baap Bete","1959"
"972","Baap Beti","1954"
"973","Baap Ka Baap","2003"
"974","Baap Numbari Beta Dus Numbari","1990"
"975","Baar Baar Dekho","2016"
"976","Baaraat Company","2017"
"977","Baarish","1957"
"978","Baarish","1993"
"979","Baat Ban Jaye","1986"
"980","Baat Bann Gayi","2013"
"981","Baat Ek Raat Ke","1962"
"982","Baaton Baaton Mein","1979"
"983","Baawri","1982"
"984","Baaz","1953"
"985","Baaz","1992"
"986","Baaz","2003"
"987","Baaz Bahadur","1959"
"988","Baazaar","2017"
"989","Baazi","1951"
"990","Baazi","1968"
"991","Baazi","1984"
"992","Baazi","1995"
"993","Baazi Zindagi Ki","2017"
"994","Baazigar","1959"
"995","Baazigar","1972"
"996","Baazigar","1993"
"997","Baazigar","1938"
"998","Baba","1997"
"999","Baba","2002"
"1000","Baba Taraknath","1980"
"1001","Babar","1962"
"1002","Babla","1953"
"1003","Babloo","2015"
"1004","Babloo Happy Hai","2014"
"1005","Babloo Ki Love Story","2011"
"1006","Babooji","1950"
"1007","Babu","1985"
"1008","Babuji Ek Ticket Bambai","2017"
"1009","Babul","1950"
"1010","Babul","1986"
"1011","Babul Ki Galiyan","1972"
"1012","Babumoshai Bandookbaaz","2017"
"1013","Baby","2015"
"1014","Bach Gaye Re Obama","2015"
"1015","Bach Ke Rehna Re Baba","2005"
"1016","Bach Ke Zaraa Bhoot Bangle Mein","2010"
"1017","Bachao","2011"
"1018","Bachchan","2013"
"1019","Bachche Kachche Sachche","2017"
"1020","Bachchon Ka Khel","1946"
"1021","Bachelor Party","2009"
"1022","Bachna Ae Haseeno","2008"
"1023","Bachpan","1963"
"1024","Bachpan","1970"
"1025","Bachpan Ek Dhokha","2015"
"1026","Bad","2015"
"1027","Bad Aur Badnaam","1985"
"1028","Bad Boys","2003"
"1029","Bad Friend","2005"
"1030","Bad Luck Govind","2009"
"1031","Bad-Naam","1990"
"1032","Bada Aadmi","1961"
"1033","Bada Bhai","1957"
"1034","Bada Din","1998"
"1035","Bada Kabootar","1973"
"1036","Badal","1942"
"1037","Badal","1951"
"1038","Badal","1966"
"1039","Badal","1985"
"1040","Badal","2000"
"1041","Badal Aur Bijli","1956"
"1042","Badalte Rishte","1978"
"1043","Bade Bhaisaab","2015"
"1044","Bade Bhaiya","1951"
"1045","Bade Dilwala","1984"
"1046","Bade Dilwala","1999"
"1047","Bade Ghar Ki Bahu","1961"
"1048","Bade Ghar Ki Beti","1989"
"1049","Bade Miyan Chhote Miyan","1998"
"1050","Bade Sarkar","1957"
"1051","Badhaai Ho Badhaai","2002"
"1052","Badhti Ka Naam Dadhi","1974"
"1053","Badi Bahu","1951"
"1054","Badi Behan","1949"
"1055","Badi Behan","1993"
"1056","Badi Didi","1939"
"1057","Badi Didi","1969"
"1058","Badi Maa","1945"
"1059","Badi Maa","1974"
"1060","Badkaar","1987"
"1061","Badla","1974"
"1062","Badla","1943"
"1063","Badla Aur Balidan","1980"
"1064","Badla Aurat Ka","2001"
"1065","Badla Sherni Ka","2001"
"1066","Badlapur","2015"
"1067","Bad","pur "
"1068","Badlapur Boys","2014"
"1069","Badle Ki Aag","1982"
"1070","Badmaash","1969"
"1071","Badmaash","1998"
"1072","Badmaash Company","2010"
"1073","Badmash No.1","2002"
"1074","Badmashiyaan <U+0096> Fun Never Ends","2015"
"1075","Badmashon Ka Badmash","1979"
"1076","Badnaam","1952"
"1077","Badnaam","1976"
"1078","Badnaam Basti","1972"
"1079","Badnaam Raaten","2000"
"1080","Badnam Farishte","1971"
"1081","Badri","2000"
"1082","Badri The Cloud","2017"
"1083","Badrinath Dham","1980"
"1084","Badrinath Ki Dulhania","2017"
"1085","Badrinath Yatra","1967"
"1086","Badsha","1995"
"1087","Badshah","1954"
"1088","Badshah","1964"
"1089","Badshah Salamat","1956"
"1090","Badtameez Dil","2015"
"1091","Badtammez","1966"
"1092","Baga Beach","2015"
"1093","Bagh Bahadur","1990"
"1094","Baghawat","1982"
"1095","Baghawat-Ek Jung","2001"
"1096","Baghban","1938"
"1097","Baghban","2003"
"1098","Baghdad","1952"
"1099","Baghdad","1962"
"1100","Baghdad Ka Chor","1934"
"1101","Baghdad Ka Chor","1955"
"1102","Baghdad Ka Jadu","1956"
"1103","Baghdad Ki Raten","1962"
"1104","Baghi","1939"
"1105","Baghi","1953"
"1106","Baghi","1964"
"1107","Baghi Haseena","1965"
"1108","Baghi Sardar","1956"
"1109","Baghi Shehzada","1964"
"1110","Baghi Sipahi","1958"
"1111","Baghi Sultana","1993"
"1112","Baghwat","1951"
"1113","Bagula Bhagat","1979"
"1114","Bahaar Aane Tak","1990"
"1115","Bahadur","1944"
"1116","Bahadur","1953"
"1117","Bahadur Beti","1935"
"1118","Bahadur Daku","1966"
"1119","Bahadur Jeevan","1948"
"1120","Bahadur Kisan","1938"
"1121","Bahadur Lutera","1960"
"1122","Bahadur Naresh","1947"
"1123","Bahadur Pratap","1947"
"1124","Bahana","1960"
"1125","Bahar","1944"
"1126","Bahar","1951"
"1127","Baharen Phir Bhi Ayengi","1966"
"1128","Baharon Ke Sapne","1967"
"1129","Baharon Ki Manzil","1968"
"1130","Baharon Ki Manzil","1991"
"1131","Baharon Phool Barsao","1972"
"1132","Bahke Kadam","1999"
"1133","Bahkta Raj","1960"
"1134","Bahree Sulemani","1935"
"1135","Bahrupiya","1971"
"1136","Bahu","1955"
"1137","Bahu Begum","1967"
"1138","Bahu Beti","1952"
"1139","Bahu Beti","1965"
"1140","Bahu Ho To Aisi","1982"
"1141","Bahu Ki Awaaz","1985"
"1142","Bahu Rani","1940"
"1143","Bahu Rani","1950"
"1144","Bahu Rani","1963"
"1145","Bahu Rani","1990"
"1146","Bahubali <U+0096> The Beginning","2015"
"1147","Bahut Din Hue","1954"
"1148","Baiju Bawra","1952"
"1149","Bairaag","1976"
"1150","Bajatey Raho","2013"
"1151","Baje Ghunghru","1962"
"1152","Bajirao Mastani","2015"
"1153","Bajrangbali","1956"
"1154","Bajrangbali","1976"
"1155","Bajrangi Bhaijaan","2015"
"1156","Bakra","2003"
"1157","Bal Brahmachari","1996"
"1158","Bal Ganesh","2007"
"1159","Bal Ganesh 2","2009"
"1160","Bal Hanuman 2","2010"
"1161","Bal Yogi","1952"
"1162","Balak","1969"
"1163","Balak Aur Janwar","1975"
"1164","Balak Dhruv","1974"
"1165","Balam","1949"
"1166","Bali Umar Ko Salaam","2007"
"1167","Balidaan","1935"
"1168","Balidaan","1972"
"1169","Balidaan","1985"
"1170","Balika Badhu","1976"
"1171","Ballad Of Rustom","2015"
"1172","Balle Balle! From Amritsar to L A","2004"
"1173","Balls Hain Kya","2011"
"1174","Balmaa","1993"
"1175","Balram Shrikrishna","1968"
"1176","Balwaan","1992"
"1177","Balwinder Singh<U+0085> Famous Ho Gaya","2014"
"1178","Balyogi Upmanyu","1958"
"1179","Bama","1952"
"1180","Bambai Ka Babu","1960"
"1181","Bambai Ka Babu","1996"
"1182","Bambai Ka Maharaja","1980"
"1183","Bambai Ki Billi","1936"
"1184","Bambai Ki Sethani","1935"
"1185","Bambai Wali","1941"
"1186","Ban Ki Chidiya","1938"
"1187","Banagarwadi","1995"
"1188","Banana","2015"
"1189","Banana Brothers","2006"
"1190","Banaras-A Mystic Love Story","2006"
"1191","Banarasi Thug","1936"
"1192","Banarasi Thug","1963"
"1193","Banarsi Babu","1998"
"1194","Band Baaja Baaraat","2010"
"1195","Band Kamre Mein","2000"
"1196","Band Master","1963"
"1197","Banda Nawaz","1989"
"1198","Banda Yeh Bindaas Hai","2011"
"1199","Bandagi","1972"
"1200","Bandh Darwaza","1990"
"1201","Bandhan","1940"
"1202","Bandhan","1956"
"1203","Bandhan","1970"
"1204","Bandhan","1998"
"1205","Bandhan Anjana","1985"
"1206","Bandhan Bahon Ka","1988"
"1207","Bandhan Kachchey Dhagon Ka","1983"
"1208","Bandhey Hath","1973"
"1209","Bandi","1957"
"1210","Bandini","1963"
"1211","Bandish","1955"
"1212","Bandish","1969"
"1213","Bandish","1980"
"1214","Bandish","1996"
"1215","Bandit Lovers","1997"
"1216","Bandit Queen","1996"
"1217","Bandook","2013"
"1218","Bandook Dahej Ke Seeney Par","1989"
"1219","Bang Bang!","2014"
"1220","Bangistan","2015"
"1221","Bangkok Blues","2011"
"1222","Banglatown Banquet","2006"
"1223","Baniye Ki Moonchh","2015"
"1224","Banjaran","1960"
"1225","Banjaran","1991"
"1226","Banjare","1948"
"1227","Banjo","2016"
"1228","Bank","2011"
"1229","Bank Chor","2017"
"1230","Bank Manager","1959"
"1231","Bank Robbery","1969"
"1232","Banke Lal","1972"
"1233","Banke Sanwaria","1938"
"1234","Banke Sanwaria","1962"
"1235","Banke Sipahi","1937"
"1236","Bankster","2016"
"1237","Banmanush","1980"
"1238","Banno","1987"
"1239","Banoo","1949"
"1240","Banphool","1972"
"1241","Bansari","1943"
"1242","Bansari Bala","1936"
"1243","Bansari Bala","1957"
"1244","Bansi Birju","1972"
"1245","Bansuria","1949"
"1246","Bapu Kyan Chhe?","2016"
"1247","Bapu Ne Kahatha","1962"
"1248","Bar Girls","2005"
"1249","Baraat","1960"
"1250","Baraati","1954"
"1251","Baradari","1955"
"1252","Barah Aana","2009"
"1253","Bardaasht","2004"
"1254","Barefoot To Goa","2015"
"1255","Bareilly Ki Barfi","2017"
"1256","Barfi!","2012"
"1257","Barkha","1959"
"1258","Barkha Bahar","1973"
"1259","Barkhaa","2015"
"1260","Baromas","2016"
"1261","Barood","1960"
"1262","Barood","1976"
"1263","Barood","1998"
"1264","Barrister<U+0092>S Wife","1935"
"1265","Barsaat","1949"
"1266","Barsaat","1995"
"1267","Barsaat","2005"
"1268","Barsat Ki Ek Raat","1948"
"1269","Barsat Ki Ek Raat","1981"
"1270","Barsat Ki Raat","1960"
"1271","Barsat Ki Raat","1998"
"1272","Baru <U+0096> The Wonder Kid","2010"
"1273","Bas Ek Pal","2006"
"1274","Bas Ek Tamanna","2011"
"1275","Bas Itna Sa Khwaab Hai","2001"
"1276","Bas Yun Hi","2003"
"1277","Basant","1942"
"1278","Basant","1962"
"1279","Basant Bahar","1956"
"1280","Basant Panchami","1956"
"1281","Basanti","2000"
"1282","Basanti Ki Shaadi Honeymoon Gabbar Ka","2002"
"1283","Basanti Tangewali","1992"
"1284","Basera","1950"
"1285","Basera","1981"
"1286","Basra","2015"
"1287","Basre Ki Hoor","1956"
"1288","Basti","2003"
"1289","Basti Aur Bazar","1973"
"1290","Batman V Superman: Dawn of Justice (English)","2016"
"1291","Battle Of Bittora","2015"
"1292","Batwara","1961"
"1293","Batwara","1989"
"1294","Bawaal-The Panga","2003"
"1295","Bawandar","2001"
"1296","Bawarchi","1972"
"1297","Bawaria Gang <U+0096> The True Story","2015"
"1298","Bawre Nain","1950"
"1299","Baywatch (English)","2017"
"1300","Bazaar","1949"
"1301","Bazaar","1982"
"1302","Bazaar","2004"
"1303","Bazaar-E-Husn","2014"
"1304","Bazar Band Karo","1974"
"1305","Bazoorband","1954"
"1306","Bbuddah<U+0085>Hoga Terra Baap","2011"
"1307","Be Aabroo","1983"
"1308","Be-Careful","2011"
"1309","Be-Lagaam","2001"
"1310","Be-Parda","2006"
"1311","Be-Sharam","1978"
"1312","Beach","2011"
"1313","Beatrice and Bombil","2011"
"1314","Beauty And The Beast (English)","2017"
"1315","Beauty Parlour","2002"
"1316","Beauty with Brain","2017"
"1317","Bebus","1950"
"1318","Bechain","1993"
"1319","Bedaag","1965"
"1320","Bedard Zamana Kya Jane","1959"
"1321","Bedardi","1951"
"1322","Bedardi","1993"
"1323","Bedroom Story","1988"
"1324","Beehad <U+0096> The Ravines","2013"
"1325","Been Ka Jadu","1963"
"1326","Bees Saal Baad","1962"
"1327","Bees Saal Baad","1989"
"1328","Bees Saal Pehle","1972"
"1329","Beesvi Sadi","1945"
"1330","Beete Din","1947"
"1331","Befikre","2016"
"1332","Before The Rains","2009"
"1333","Begaana","1963"
"1334","Begaana","1986"
"1335","Begum","1945"
"1336","Begum Jaan","2017"
"1337","Begunaah","2011"
"1338","Begunah","1957"
"1339","Begunah","1970"
"1340","Begunah Qaidi","1982"
"1341","Behake Kadam","1980"
"1342","Behan","1941"
"1343","Behan Ka Prem","1935"
"1344","Behen Hogi Teri","2017"
"1345","Behram Khan","1946"
"1346","Behroopia","1971"
"1347","Beiimaan Love","2016"
"1348","Beimaan","1972"
"1349","Being Cyrus","2006"
"1350","Bekhbar","1983"
"1351","Bekhudi","1992"
"1352","Bekrar","1983"
"1353","Bela","1947"
"1354","Belagaam","1988"
"1355","Bemisaal","2009"
"1356","Bemisaal","1982"
"1357","Ben-Hur (English)","2016"
"1358","Benaam","1974"
"1359","Benaam","1999"
"1360","Benaam Rishte","1992"
"1361","Benam Badshah","1991"
"1362","Benazeer","1964"
"1363","Bend it like Beckhem","2002"
"1364","Bengal Tiger","2001"
"1365","Benny and Babloo","2010"
"1366","Bepanah","1985"
"1367","Beqabu","1996"
"1368","Beqasoor","1969"
"1369","Beqasoor","1981"
"1370","Beraham","1980"
"1371","Beraham Daku","1959"
"1372","Besahara","1987"
"1373","Beshaque","1981"
"1374","Besharam","2013"
"1375","Best Partner","2005"
"1376","Beta","1992"
"1377","Beta Ho To Aisa","1994"
"1378","Betaab","1952"
"1379","Betaab","1983"
"1380","Betaabi","1997"
"1381","Betaj Badshah","1994"
"1382","Beti","1941"
"1383","Beti","1969"
"1384","Beti Bete","1964"
"1385","Beti No 1","2000"
"1386","Beti Tumhare Jaisi","1969"
"1387","Bewafa","1952"
"1388","Bewafa Qatil","2000"
"1389","Bewafa Sanam","1995"
"1390","Bewafa Se Wafa","1992"
"1391","Bewafaa","2005"
"1392","Bewafai","1985"
"1393","Bewakkoof","1960"
"1394","Bewakoofiyaan","2014"
"1395","Beyond <U+0096> The Third Kind","2014"
"1396","Beyond Honour","2004"
"1397","Beyond The Clouds","2016"
"1398","Bezubaan","1962"
"1399","Bezubaan","1982"
"1400","Bezubaan Ishq","2015"
"1401","Bhaag Johnny","2015"
"1402","Bhaag Kahan Tak Bhagega","2016"
"1403","Bhaag Milkha Bhaag","2013"
"1404","Bhaangarh","2013"
"1405","Bhabhi","1957"
"1406","Bhabhi","1991"
"1407","Bhabhi Ka Ashirwad","1972"
"1408","Bhabhi Ki Chudiyan","1961"
"1409","Bhabhi Pedia","2017"
"1410","Bhadaas","2013"
"1411","Bhagam Bhag","2006"
"1412","Bhagam Bhag","1956"
"1413","Bhaggmati-The Queen of Fortunes","2005"
"1414","Bhago Bhoot Aaya","1985"
"1415","Bhagwan Aur Shaitan","1959"
"1416","Bhagwan Dada","1986"
"1417","Bhagwan Parshuram","1970"
"1418","Bhagwan Samaye Sansar Mein","1976"
"1419","Bhagwan Shri Krishan","1950"
"1420","Bhagwat Mahima","1955"
"1421","Bhagya","1982"
"1422","Bhagyawan","1953"
"1423","Bhagyawan","1993"
"1424","Bhai","1997"
"1425","Bhai Akhir Bhai Hota Hai","1983"
"1426","Bhai Bahen","1950"
"1427","Bhai Bahen","1959"
"1428","Bhai Bahen","1969"
"1429","Bhai Bhai","1956"
"1430","Bhai Bhai","1970"
"1431","Bhai Bhai","1998"
"1432","Bhai Ho To Asia","1972"
"1433","Bhai Jaan","1945"
"1434","Bhai Ka Dushman Bhai","1988"
"1435","Bhai Ka Pyar","1951"
"1436","Bhai No 1","2000"
"1437","Bhai Saheb","1954"
"1438","Bhai Thakur","2000"
"1439","Bhaichara","1943"
"1440","Bhairav","2001"
"1441","Bhairavi","2009"
"1442","Bhairavi","1978"
"1443","Bhairavi","1996"
"1444","Bhaiyyaji Superhit","2015"
"1445","Bhaji In Problem","2012"
"1446","Bhakt Dhruv Kumar","1964"
"1447","Bhakt Pralhad","1959"
"1448","Bhakt Surdas","1942"
"1449","Bhakta Kabir","1942"
"1450","Bhakta Prahlad","1967"
"1451","Bhaktaraj","1943"
"1452","Bhakti Mein Bhagwan","1976"
"1453","Bhakti Mein Shakti","1978"
"1454","Bhala Manus","1979"
"1455","Bhalai","1943"
"1456","Bhanvraa-Love and Aggressions","2011"
"1457","Bhanwar","1976"
"1458","Bhanwar <U+0096> The Indecent Love Story","2015"
"1459","Bhanwara","1944"
"1460","Bhanwara","1950"
"1461","Bhanwarey","2017"
"1462","Bhanwari Ka Jaal","2015"
"1463","Bharat Bhagya Vidhata","2002"
"1464","Bharat Ka Sa","idha"
"1465","Bharat Ke Shaheed","1972"
"1466","Bharat Ki Santaan","1980"
"1467","Bharat Milap","1942"
"1468","Bharat Milap","1965"
"1469","Bharosa","1940"
"1470","Bharosa","1963"
"1471","Bhatakti Jawani","1988"
"1472","Bhatakti Maina","1947"
"1473","Bhatke Rahi","1984"
"1474","Bhavani","2000"
"1475","Bhavani Junction","1985"
"1476","Bhavesh Joshi","2016"
"1477","Bhavishya-The Future","2006"
"1478","Bhavna","2011"
"1479","Bhavna","1984"
"1480","Bhavnao Ko Samjho","2010"
"1481","Bhayanaak Panja","1996"
"1482","Bhayanak","1979"
"1483","Bhayanak","1998"
"1484","Bhayanak Maut","2000"
"1485","Bhed Bhav","1988"
"1486","Bhedi Lutera","1985"
"1487","Bhediyon Ke Samooh","1991"
"1488","Bheegi Palken","1982"
"1489","Bheegi Raat","1965"
"1490","Bheema","1984"
"1491","Bheja Fry","2007"
"1492","Bheja Fry 2","2011"
"1493","Bhhai Ka Maal Hai","2015"
"1494","Bhim Garjana","1989"
"1495","Bhindi Baazaar Inc","2011"
"1496","Bhishma","1996"
"1497","Bhishma Pratigya","1950"
"1498","BHK Bhalla@Halla.Kom","2016"
"1499","Bhog Ras","2005"
"1500","Bhola Bhala","1978"
"1501","Bhola in Bollywood","2004"
"1502","Bhola Shankar","1951"
"1503","Bholi","1949"
"1504","Bholi Bhali Ladki","2001"
"1505","Bhoochaal","1993"
"1506","Bhooka Sher","1984"
"1507","Bhooka Sher","2001"
"1508","Bhookamp","1993"
"1509","Bhookh","1947"
"1510","Bhookh","1978"
"1511","Bhookh-The Hunger of Body","2006"
"1512","Bhool Bhulaiyaa","2007"
"1513","Bhoola Bhatka","1976"
"1514","Bhoomi","2017"
"1515","Bhoot","2003"
"1516","Bhoot And Friends","2010"
"1517","Bhoot Hai","2015"
"1518","Bhoot Hi Bhoot","2000"
"1519","Bhoot Ke Pichhe Bhoot","2003"
"1520","Bhoot Mera Saathi","1974"
"1521","Bhoot Returns","2012"
"1522","Bhoot Unkle","2006"
"1523","Bhoothnath","2008"
"1524","Bhoothnath Returns","2014"
"1525","Bhootnath","1963"
"1526","Bhootni","2000"
"1527","Bhootraaj","2000"
"1528","Bhopal Express","1999"
"1529","Bhopal: A Prayer For Rain","2014"
"1530","Bhouri","2016"
"1531","Bhram","2008"
"1532","Bhrashtachar","1989"
"1533","Bhula Na Dena","1981"
"1534","Bhumika","1977"
"1535","Bhuvan Shome","1969"
"1536","Bhuvana Oru Kelvikkuri","1977"
"1537","Bichhoo","2000"
"1538","Bidai","1974"
"1539","Bidhaatar Lekha","2009"
"1540","Big Bazaar","2009"
"1541","Big Brother","2007"
"1542","Big Game","2015"
"1543","Bigde Nawab","2016"
"1544","Bijlee","2000"
"1545","Bijli","1972"
"1546","Bijli Aur Badal","1991"
"1547","Bijli Aur Toofan","1988"
"1548","Bijli Chamle Jamana Par","1962"
"1549","Bikaao-On Sale","2004"
"1550","Bikaau","2015"
"1551","Bikhare Moti","1971"
"1552","Bikhare Moti","1935"
"1553","Bikhare Moti","1951"
"1554","Billa","1980"
"1555","Billa No 786","2000"
"1556","Billa Ranga","1984"
"1557","Billi","1938"
"1558","Billo Badshah","1989"
"1559","Billu","2009"
"1560","Bilwmangal","1954"
"1561","Bin Badal Barsaat","1963"
"1562","Bin Bulaye Baarati","2011"
"1563","Bin Maa Ke Bhachchey","1980"
"1564","Bin Phere Free Me Ttere","2013"
"1565","Bin Phere Hum Tere","1979"
"1566","Bin Roye (Pakistani)","2015"
"1567","Bindhaast","1999"
"1568","Bindiya","1955"
"1569","Bindiya","1961"
"1570","Bindiya Aur Bandook","1973"
"1571","Bindiya Aur Bandook Part II","2004"
"1572","Bindiya Chamkegi","1984"
"1573","Bindiya Maange Bandook","2001"
"1574","Bipasha The Black Beauty","2006"
"1575","Biradari","1966"
"1576","Biraj Bahu","1954"
"1577","Bird Idol","2010"
"1578","Birha Ki Raat","1950"
"1579","Birju Ustad","1964"
"1580","Bishmillah Ki Barkat","1983"
"1581","Bistar","1986"
"1582","Bistar","2001"
"1583","Bits and Pieces","2009"
"1584","Bittoo Boss","2012"
"1585","Biwi Anari Saali Khiladi","2002"
"1586","Biwi Aur Makan","1966"
"1587","Biwi Aur Padosan","2001"
"1588","Biwi Ho To Aisi","1988"
"1589","Biwi Ka Yaar","2001"
"1590","Biwi Kiraye Ki","1977"
"1591","Biwi No 1","1999"
"1592","Biwi Tumhari Bachche Hamare","2004"
